Date,Open,High,Low,Close,Volume,Returns,SMA20,SMA50,BB_Upper,BB_Lower,BB_Middle,MACD,Signal_Line,RSI,PriceRange,VWAP,Momentum,ForceIndex,TrueRange
2023-03-07,-0.6790006209372402,-0.6718699995899717,-0.6895244122507931,-0.6834585764193475,0.9221174334942172,0.024003951194713772,-0.6769543029025373,-0.6168284650062154,-0.7102554536867077,-0.517695203398083,-0.6769543029025373,0.021589189617004272,-0.0024220027347321635,-2.0359482670920186,-2.6000583970678193,-0.6816176627533709,0.0,0.0,0.0
2023-03-08,-0.6895068820481506,-0.666772864078825,-0.6911644401188849,-0.6760591283946159,0.8607712294561504,0.32068528624380954,-0.6732874251508474,-0.6131027996239332,-0.7008230803834509,-0.5220294258392256,-0.6732874251508474,0.030890956563126407,0.0024220027347321635,1.9248605965603847,-3.5375391711255726,-0.6779988108641085,-1.082647621966708,0.006369231973545086,0.024391576040059926
2023-03-09,-0.6816928519124674,-0.6753105915804297,-0.7126213171612136,-0.7085638654050533,1.7284998071731585,-1.256109814100892,-0.6828038522272759,-0.6227717946989181,-0.6916275999288917,-0.5572022259837036,-0.6828038522272759,-0.0027886944648823414,-0.0076560472832519376,-1.3014939911698378,-5.473245828544308,-0.6988319247155655,4.807972504952911,-0.05618443165475533,0.037310725580783854
2023-03-10,-0.7210913686517345,-0.7244345346303903,-0.7511616983541044,-0.7392848273864736,2.468206944103589,-1.2883313531558864,-0.6951741208555232,-0.6353403843053077,-0.6838148005609476,-0.5972154189276921,-0.6951741208555232,-0.0675170674235538,-0.02954910628693823,-1.6209714413482845,-3.706487816334202,-0.7382936867903228,4.335665912607399,-0.07582569169208386,0.04259783294905106
2023-03-13,-0.7321229553426416,-0.6945524154592484,-0.7566284144688126,-0.7014286896818035,3.3545248084391934,1.7818516449199426,-0.6950922720765828,-0.6352572233212416,-0.6881842859766184,-0.5909985287869667,-0.6950922720765828,-0.06962617852930605,-0.04312427953930894,-0.38360126941475103,-8.478903517034501,-0.7175365065366215,-5.120643127290935,0.12698935308200623,0.062075999009564176
2023-03-14,-0.6615996244067387,-0.6619942721938028,-0.6860393888737162,-0.67843750350077,2.378454814243476,0.988212997155385,-0.6912398612671241,-0.6313430504027376,-0.6851169916439283,-0.5861197974942179,-0.6912398612671241,-0.04133715046208113,-0.04726377940276432,0.020089907922772876,-3.634390920562389,-0.6754903881894297,-3.2777652980609044,0.05468349745744711,0.039434417488000695
2023-03-15,-0.684910383418789,-0.661484544059583,-0.6854927042285661,-0.6664133910096837,1.701870225587927,0.5002630916389866,-0.6867856589660843,-0.6268174380310088,-0.6793380008463026,-0.5835565540314124,-0.6867856589660843,-0.003340889576621119,-0.04456713543490442,0.17969772920116747,-3.505299488838863,-0.6711302130992776,-1.7723242640687424,0.02046347903769977,0.024008160168983106
2023-03-16,-0.6684943347774276,-0.6466390402702968,-0.6722359143919789,-0.6445453747111444,0.8680480080402949,0.8657151192877123,-0.6807357733160072,-0.6206705602075335,-0.6675833746108922,-0.5854586412871811,-0.6807357733160072,0.05420241348208398,-0.03505306305556781,0.4104801948008193,-3.82903381375767,-0.6544734431244734,-3.2814491115502706,0.018982487987739737,0.0255968741216821
2023-03-17,-0.6283078797659701,-0.5945205294999082,-0.6313721755919174,-0.5969774189449746,3.2881923749644537,1.7655072860104448,-0.6707919015849365,-0.6105672676564717,-0.6401625415310572,-0.5997515027869641,-0.6707919015849365,0.15871170552901093,-0.015558905990918607,0.7487844049724234,-5.8652210610084285,-0.6076233746789333,-7.380078677546567,0.15641258944296593,0.05002484521123618
2023-03-20,-0.5873333862867129,-0.5928639859792194,-0.605610222137428,-0.5959203801438353,1.4215038935440014,0.058986935319626635,-0.662732038762182,-0.6023781885711819,-0.6239018478840156,-0.6031137148280997,-0.662732038762182,0.24035834740978013,0.008540111101892426,0.7545938377664689,-2.170187572478022,-0.5981315294201609,-0.17706512300035707,0.0015025847714465646,0.01274623615820858
2023-03-21,-0.5907479524588867,-0.5419560187646647,-0.5857933990305497,-0.5374514817690734,2.039406794516706,1.9549276072035382,-0.650869441021522,-0.5903254088661737,-0.5922967962553941,-0.6186387440567248,-0.650869441021522,0.37533404490567246,0.04538347696427932,1.0057301028447894,-7.420657165787789,-0.5550669665214293,-9.811528573775147,0.11924186861339615,0.0539643613791706
2023-03-22,-0.5381509185845798,-0.5398534752791212,-0.5783449641108517,-0.582707067498475,2.268664274834734,-1.31307175829511,-0.6447217600112074,-0.5840791678206722,-0.5846434162520604,-0.6146560154054909,-0.6447217600112074,0.42016264221272004,0.08592704648856937,0.5724696790713313,-7.152545411047343,-0.5669685022961493,8.420403936823925,-0.10266973058101397,0.04089348234177825
2023-03-24,-0.6699389550735162,-0.6459381762383323,-0.6694342207539812,-0.6442150217330953,1.8247184533339567,0.4023338205877473,-0.644485561635362,-0.5838391826965886,-0.5916451237960592,-0.6044456876209191,-0.644485561635362,0.32298095630304824,0.16445808745806528,0.13902462062284707,-3.5071918624392504,-0.653195806241803,10.555553152747931,-0.11223469911873214,0.08672715325550617
2023-03-27,-0.6501083903577858,-0.6531379524557231,-0.6900710968959433,-0.6791642397286478,2.123455924458624,-1.2545734174416434,-0.6463663969571175,-0.585750171696647,-0.5955091505747974,-0.6035653359973653,-0.6463663969571175,0.24604849557962638,0.19733635363721364,-0.03596564405066709,-5.681074877359149,-0.6741244296934381,5.425085851231875,-0.07421312400785193,0.045856075162847953
2023-03-28,-0.6821524992705134,-0.6757565915452844,-0.6859710402593931,-0.6758609115673078,0.2699186231773968,0.15507452950546527,-0.6478075027939716,-0.5872143814391445,-0.5990228770366405,-0.6021283645749563,-0.6478075027939716,0.18736841332066012,0.22115658066026067,-0.021166953733051868,-1.497384928594695,-0.679196181123995,-0.4863813446155311,0.000891629789212027,0.010214448714108704
2023-03-29,-0.6617966089747862,-0.6465753607112822,-0.6677941928858894,-0.6609298541647101,1.2107422080426322,0.6117446072808179,-0.6482085668248758,-0.5876218753555504,-0.60189648613671,-0.5991151610075243,-0.6482085668248758,0.1582744404911373,0.23798920068465027,0.011753031272275857,-3.2062467360595983,-0.6584331359206272,-2.209190847858457,0.018077661408032433,0.029285550856025577
2023-03-30,-0.6545078793701975,-0.6558776804142166,-0.668409200078004,-0.6684614383401825,0.25857495120896584,-0.262205856460515,-0.6489797747715358,-0.5884054473598498,-0.6047337431904378,-0.5970270840318868,-0.6489797747715358,0.124454476769964,0.2453061197340899,0.13343686711437913,-1.9146476396656835,-0.664249439610801,1.1395436486964095,-0.0019474790106989936,0.012531519663787405
2023-03-31,-0.666524438999147,-0.6469576325067719,-0.6667008496629477,-0.6459327664903327,0.9384940808002898,0.895333792923384,-0.6484946102171842,-0.5879125046147515,-0.6064139460080014,-0.5935639775348277,-0.6484946102171842,0.12510565256275355,0.24180596959447534,0.3931193146887551,-2.9621145153840565,-0.6531970828866841,-3.37022759394908,0.021143025179376104,0.021503805833410605
2023-04-03,-0.6579223954445665,-0.6484867682990808,-0.6751059305769412,-0.6720951194795716,0.6445714374754097,-0.936798855630754,-0.6493544662600288,-0.588786145927472,-0.6088963445704325,-0.5921746410746451,-0.6493544662600288,0.0915477442007519,0.22630699224890052,0.0895552053367281,-4.045942570456736,-0.665229272785198,4.050321387377771,-0.01686350547401277,0.029173164086608527
2023-04-04,-0.6667870516913407,-0.6671551358743146,-0.6870643834823348,-0.6791642397286478,0.27280128707047335,-0.25176879799408514,-0.6504660674601082,-0.5899155683927096,-0.6112441370687058,-0.5915659829181119,-0.6504660674601082,0.05557217173625643,0.19300303459159648,-0.05928753223528876,-2.9858479641317706,-0.6777945863617657,1.0518035385452773,-0.0019284651024039446,0.019909247608020153
2023-04-05,-0.6807078789744248,-0.6821280716971557,-0.6988861652264408,-0.6907919689699055,0.13793936277545996,-0.43736504445305746,-0.6508121763397122,-0.5914745551537306,-0.6111424180848128,-0.5925244003378448,-0.6508121763397122,0.012381817436578985,0.15053169431829944,-0.18125686599582863,-2.4618627236301847,-0.6906020686311672,1.7120644110919885,-0.0016039215620646636,0.019721925497792947
2023-04-06,-0.7002101527760108,-0.6841032074543194,-0.7058562380479532,-0.6864315768050323,0.3072062701835166,0.20202700337158908,-0.6513017173636422,-0.5927070662857773,-0.6111185238646308,-0.5937146066318512,-0.6513017173636422,-0.01587044957948948,0.11130945306418431,-0.28185541088648147,-3.1066431281227516,-0.6921303407691016,-0.6312163952014797,0.0013395398135081134,0.02175303059363376
2023-04-10,-0.6883906027640111,-0.6621216799221826,-0.6958794778801909,-0.6554463677245241,0.699342051443864,1.2754571501807386,-0.6487947688424993,-0.5925367653152728,-0.6114423753494764,-0.5873417832266383,-0.6487947688424993,0.0013726486885380763,0.07781318487915259,-0.38642161402461433,-4.903872572121799,-0.6711491751756326,-4.513954504355344,0.021669259682779624,0.03375779795800826
2023-04-11,-0.6442642810492855,-0.6212169450528773,-0.644082306850713,-0.6286233087791872,2.406658174494657,1.0305210993709086,-0.6435719563506818,-0.5912996430505317,-0.6136984496906482,-0.5718850994456455,-0.6435719563506818,0.04883156696807469,0.057272573909242605,-0.22791937104660276,-3.5490655729968275,-0.6313075202275925,-4.092334669342524,0.06455393407574729,0.03422942267164686
2023-04-12,-0.626666274901834,-0.6249761292798102,-0.6509840049905437,-0.6441489914613155,1.0704421772682475,-0.5248879555490892,-0.6408685674295955,-0.5907590126590241,-0.6142691600937336,-0.5647075951326369,-0.6408685674295955,0.06618685611493136,0.04465122724891859,-0.6905157002998581,-4.1501955270861774,-0.6400363752438899,2.4697911237621653,-0.016619345573833443,0.026007875710733486
2023-04-13,-0.6324447059883834,-0.6217266731870971,-0.6385472160543231,-0.6368155989107576,1.5293466870790435,0.29224824752430456,-0.6389041681880001,-0.589984917402852,-0.6136111823953999,-0.5609708163935738,-0.6389041681880001,0.08849479867732606,0.0373835120167222,-0.4189656445117612,-2.6596068728156865,-0.6323631627173926,-1.1384621644631403,0.011215299602245987,0.022422318274218478
2023-04-14,-0.6363188694207985,-0.6270149932063389,-0.6397772304385523,-0.6304731644847715,0.4648957761182983,0.2522656859867254,-0.6372079230395922,-0.5890380108900042,-0.6124843767214602,-0.5585142363318635,-0.6372079230395922,0.11318308083081802,0.03620956939068204,0.15019021016352715,-2.0056355147585108,-0.6324217960432209,-0.9959609087519937,0.00294857097494819,0.01276223723221337
2023-04-17,-0.6506336658399777,-0.6502707681584997,-0.6600724417109749,-0.6449417579609731,0.5361053652607837,-0.489564537546597,-0.6372266308561376,-0.5886588235494896,-0.6124992378333957,-0.5585379750695305,-0.6372266308561376,0.11329363294435589,0.034979319525933666,-0.06169592705679307,-1.5064811532340678,-0.6517616559434826,2.294878559664854,-0.007756690590368825,0.02959927722620337
2023-04-18,-0.6291614962601112,-0.6264415369027541,-0.6487973185446604,-0.6479808138208315,0.7684792389767322,-0.08735704430399738,-0.6396338015802993,-0.5884069275256828,-0.6170472981398823,-0.5579589221452748,-0.6396338015802993,0.10851481835995085,0.03674648055037173,0.2501300077963757,-3.553266017516094,-0.6410732230894154,0.4712140006977684,-0.0023354513343917765,0.022355781641906325
2023-04-19,-0.6687569975674259,-0.6637145438838566,-0.6703225442013122,-0.666611582634598,0.06596625725048401,-0.6633576691188579,-0.6429701636696412,-0.5887764893824856,-0.6225418036531636,-0.5582717750556293,-0.6429701636696412,0.08035958725606313,0.03932814867960572,0.028728742878856756,-0.9881018578484971,-0.6668828902399223,2.8752037739990746,-0.0012290020883432133,0.022341730380480707
2023-04-20,-0.6761770585670139,-0.6676011358391694,-0.6923944545031141,-0.6926418246754898,0.24140362358642342,-0.9783798443958943,-0.6502945712120454,-0.5899421023230809,-0.6447791765584899,-0.5449320160612623,-0.6502945712120454,0.02490855861145592,0.040632838489985564,-0.3304409610772189,-3.6666903068980043,-0.6842124716725911,3.904858949197154,-0.0062837947515029585,0.025782871868516133
2023-04-21,-0.6902948453692432,-0.6923223913297996,-0.7023712146708763,-0.7022875368580284,0.5191054392751269,-0.37162703932128016,-0.6559383250391084,-0.59133141584491,-0.6567405468722473,-0.5417848393738601,-0.6559383250391084,-0.030699328653707083,0.0390883755560592,-0.3460788279810973,-1.4557291581253986,-0.6989937142862347,1.3925974203272569,-0.005007141659638097,0.010048823341076707
2023-04-24,-0.7042156726523273,-0.7073590310168306,-0.7340098455892191,-0.7306300985309008,1.750174323255696,-1.1672493684194125,-0.6595397272170782,-0.5934784547868646,-0.6522394279920468,-0.5565033604964124,-0.6595397272170782,-0.1093000121915693,0.027561555378159387,-0.7651237355066883,-3.784467686158137,-0.7239996583789835,4.035748918409474,-0.049604423695152305,0.03172230873119075
2023-04-25,-0.725556535886097,-0.7264733985569191,-0.7371532301641152,-0.7253447785132354,0.6980175842497478,0.2635552577192881,-0.6633687502822068,-0.5953507378144915,-0.6513329330594401,-0.5668047312953338,-0.6633687502822068,-0.1627460102254736,0.005525248790864642,-0.544877120258342,-1.4719503000759537,-0.7296571357447568,-0.7233920458919908,0.003689246310717603,0.0106798316071961
2023-04-26,-0.7006041469610083,-0.7046830312277023,-0.7372899013254026,-0.7363118270007888,1.068541177295516,-0.46590692986515525,-0.6660659040574173,-0.5974257814013082,-0.6479035671158079,-0.5779081951274518,-0.6660659040574173,-0.21630552868926572,-0.02389700323930538,-0.5713670817776652,-4.6541074926744725,-0.7260949198512979,1.5119773123662528,-0.011718742902347281,0.03260687009770036
2023-04-27,-0.7323856181326399,-0.7288308304147476,-0.7374265464193316,-0.7344619712952043,0.3283509993884078,0.10918462160548884,-0.6688316563318529,-0.5993383138119085,-0.6457129636810817,-0.5874661721991721,-0.6688316563318529,-0.25323162964328616,-0.05948862142181966,-0.4681018817995764,-1.1736598578356072,-0.7335731160430945,-0.2512326486890057,0.0006074019696530159,0.008595716004583975
2023-04-28,-0.7390833439352813,-0.7364765822918181,-0.7470616677849129,-0.7369724825520992,0.268968123191031,-0.09100052155418017,-0.6724205858391528,-0.6012167159435008,-0.6449440524364471,-0.5970103042046124,-0.6724205858391528,-0.2821864111721887,-0.10066729194356012,-0.5372634424688362,-1.4321910485404847,-0.7401702442096102,0.34181637103248824,-0.0006752475010169891,0.0125996964897086
2023-05-01,-0.7422352473174567,-0.7373685822215276,-0.7724819042351455,-0.7610867882108393,1.3298040178101882,-1.0884565216883253,-0.6767921581838285,-0.6036214407358801,-0.6420626733606156,-0.6113166607478416,-0.6767921581838285,-0.3317237867551574,-0.1470169119139902,-1.09686718047583,-4.73075377927988,-0.7569790915558374,3.272076804717785,-0.032067300551695495,0.03550942168304627
2023-05-02,-0.7617374960701403,-0.7516406540124041,-0.7737802672336977,-0.7532909317338853,1.0712212756177275,0.4098294175940016,-0.6818590646711912,-0.6057096663207518,-0.643483782890022,-0.6213357322086693,-0.6818590646711912,-0.35670867442597565,-0.19547104233096046,-1.412980014342091,-2.906462309590055,-0.7595706176599957,-1.0243058475999167,0.008351087319775411,0.022139613221293653
2023-05-03,-0.7620658120331871,-0.7550812460028621,-0.7734385762967996,-0.7719877560218253,0.5332071194007175,-0.8800463194794298,-0.6865736259436146,-0.6081552448255542,-0.6417130240206956,-0.6349219029902153,-0.6865736259436146,-0.3954762198765919,-0.24503047046259038,-1.42365547523935,-2.4088904139342295,-0.7668358594404957,2.4820190314656645,-0.009969279820513892,0.02014764456291429
2023-05-04,-0.771455793859958,-0.7622809736099025,-0.7779486203498537,-0.767164899930556,0.4893906282259541,0.2708143667205073,-0.6907269301199452,-0.6103687321508195,-0.6409943714393077,-0.6457309260660243,-0.6907269301199452,-0.41503400996927414,-0.2908515326499994,-1.4697082967817798,-2.0309195762933467,-0.7691314979634374,-0.6247321999149636,0.002360260572349658,0.015667646739951135
2023-05-08,-0.724308900158056,-0.7092067590456145,-0.7303881510508548,-0.7084978099308797,0.834531197045659,-0.015406344330645975,-0.6925603698878847,-0.6117873146411065,-0.6425712335451618,-0.6478914226773862,-0.6925603698878847,-0.29680626143878314,-0.3436855004960664,-0.6218784492016401,-2.9243589303704742,-0.716030906675783,-7.647259409937401,0.04895951684461527,0.057958140884941556
2023-05-09,-0.711176061244967,-0.7000318470710599,-0.7168580188916925,-0.6945577610576417,-0.040894872364212895,0.6193912345725895,-0.6944062823264942,-0.6121477181789178,-0.645839621448547,-0.6477496109497524,-0.6944062823264942,-0.23361065148084795,-0.35106622099403084,-0.45117593836209535,-2.3659643142623703,-0.7038158756734646,-1.967550030196713,-0.0005700765194219608,0.01682617182063262
2023-05-10,-0.6878652771840145,-0.6776680477434334,-0.6943077986264222,-0.6785035841773374,0.869107581795588,0.6856577375161886,-0.6967604459844977,-0.6121410010407877,-0.6521850039435472,-0.6445676146517311,-0.6967604459844977,-0.1610086271648105,-0.34530691752017717,-0.15768520650530926,-2.4190421344000286,-0.6834931435157309,-2.3114243019698923,0.013952806846159911,0.0168897133142083
