Date,Open,High,Low,Close,Volume,Returns,SMA_20,SMA_50,BB_upper,BB_lower,BB_middle,MACD,Signal_Line,RSI
2023-03-07 00:00:00-05:00,25.220548166860084,25.366951904546383,24.888698701904726,24.917980194091797,43164600,0.0,28.319923591613772,29.4072229385376,28.319923591613772,28.319923591613772,28.319923591613772,0.0,0.0,71.46118278353737
2023-03-08 00:00:00-05:00,24.94725763199998,25.38647066808027,24.83989589333264,25.357189178466797,36071900,0.01762618723323085,28.319923591613772,29.4072229385376,28.759132575988772,27.880714607238772,28.319923591613772,0.035036614138171274,0.007007322827634255,71.46118278353737
2023-03-09 00:00:00-05:00,25.357190236490354,26.33321759150499,25.347429739545277,25.806163787841797,54886100,0.01770600858853343,28.319923591613772,29.4072229385376,29.045137070689897,27.594710112537648,28.319923591613772,0.09790331355112514,0.025186520972332434,71.46118278353737
2023-03-10 00:00:00-05:00,25.913526404132295,26.860274161836333,25.689040551704853,26.56746482849121,65187000,0.02950074435349008,28.319923591613772,29.4072229385376,29.53940081676821,27.100446366459334,28.319923591613772,0.20677271019653887,0.06150375881717372,71.46118278353737
2023-03-13 00:00:00-04:00,26.098971199781527,26.655306493215953,25.972088462987042,26.303937911987305,50977000,-0.009919159325330032,28.319923591613772,29.4072229385376,29.52543999782576,27.114407185401785,28.319923591613772,0.26869077166261945,0.10294116138626287,71.46118278353737
2023-03-14 00:00:00-04:00,26.694349744796313,27.42637029431564,26.5967466325355,27.33852767944336,47689800,0.039332124753251055,28.319923591613772,29.4072229385376,29.914384199569763,26.72546298365778,28.319923591613772,0.39667144774606555,0.16168721865822344,71.46118278353737
2023-03-15 00:00:00-04:00,27.06524196977045,27.816783587160867,26.996920343030357,27.728940963745117,49322800,0.014280698978362358,28.319923591613772,29.4072229385376,30.207295239114632,26.432551944112912,28.319923591613772,0.5235648155307189,0.23406273803272254,71.46118278353737
2023-03-16 00:00:00-04:00,27.70942040768955,29.544353168635816,27.70942040768955,29.456510543823242,75779500,0.06230203967532976,28.319923591613772,29.4072229385376,31.059905069725573,25.57994211350197,28.319923591613772,0.7548279640231534,0.33821578323080875,71.46118278353737
2023-03-17 00:00:00-04:00,29.202740580670582,30.25685012340821,28.73424786425932,29.09537696838379,80628500,-0.012259889877390094,28.319923591613772,29.4072229385376,31.31481757680774,25.325029606419804,28.319923591613772,0.8986066360089708,0.4502939537864412,71.46118278353737
2023-03-20 00:00:00-04:00,29.085617362551254,29.18322048020236,27.943665167769986,28.460960388183594,38780100,-0.021804721103616493,28.319923591613772,29.4072229385376,31.301812791730107,25.338034391497438,28.319923591613772,0.9504044821812165,0.5503160594653963,71.46118278353737
2023-03-21 00:00:00-04:00,28.30479619784849,28.470720939680174,27.30924774685839,27.777740478515625,55650800,-0.024005511421590242,28.319923591613772,29.4072229385376,31.189365711483156,25.45048147174439,28.319923591613772,0.9256541468477124,0.6253836769418596,71.46118278353737
2023-03-22 00:00:00-04:00,27.797262227806556,28.42192108190452,27.426372603931718,27.455652236938477,37415500,-0.011595192266493522,28.319923591613772,29.4072229385376,31.071911508300392,25.567935674927153,28.319923591613772,0.870020444374024,0.6743110304282924,71.46118278353737
2023-03-23 00:00:00-04:00,27.69965849675871,28.460960585773083,27.543494252082628,28.334077835083008,43785500,0.031994344572980456,28.319923591613772,29.4072229385376,31.03347521638695,25.606371966840594,28.319923591613772,0.8865918597309665,0.7167671962888273,71.46118278353737
2023-03-24 00:00:00-04:00,28.343835708876163,29.095375368689577,28.23647210249233,28.656164169311523,55912100,0.01136745427549123,28.319923591613772,29.4072229385376,31.02954938607645,25.610297797151095,28.319923591613772,0.915165048171513,0.7564467666653645,71.46118278353737
2023-03-27 00:00:00-04:00,28.665925923718298,29.01729452630721,28.382877080518664,28.480480194091797,34758200,-0.006130756865493888,28.319923591613772,29.4072229385376,30.995087406288278,25.644759776939267,28.319923591613772,0.9131075419672818,0.787778921725748,69.91409345336864
2023-03-28 00:00:00-04:00,28.38287622281206,28.626883068558943,27.943663155817884,28.58784294128418,37407900,0.0037696958218652135,28.319923591613772,29.4072229385376,30.96815294861423,25.671694234613316,28.319923591613772,0.9096543013614529,0.812153997652889,70.33673318155886
2023-03-29 00:00:00-04:00,29.056335409276464,31.125512402388914,29.046574912128595,30.76438331604004,85556200,0.07613517323521744,28.319923591613772,29.4072229385376,31.308427363668187,25.331419819559358,28.319923591613772,1.0702094925896972,0.8637650966402507,77.29899187047226
2023-03-30 00:00:00-04:00,31.086474310596248,31.798975756041244,31.047432319448752,31.320720672607422,70077600,0.018083813052651627,28.319923591613772,29.4072229385376,31.66200004808545,24.977847135142095,28.319923591613772,1.22818466524296,0.9366490103607926,78.67665396907108
2023-03-31 00:00:00-04:00,31.037671302059724,32.11130370114696,30.96934968031998,31.88681411743164,59765000,0.018074087462467445,28.319923591613772,29.4072229385376,32.02575721690897,24.614089966318573,28.319923591613772,1.3831164324046519,1.0259424947695646,80.00626923438432
2023-04-03 00:00:00-04:00,32.15034405617549,32.755483778380075,31.759935295631553,32.10154342651367,57038300,0.006734109851527772,28.319923591613772,29.4072229385376,32.327067908143185,24.31277927508436,28.319923591613772,1.5058691130147466,1.121927818418601,80.50289433662456
2023-04-04 00:00:00-04:00,32.062500248058726,33.02876906193482,32.052741611786914,32.3065071105957,55714100,0.006384854502439447,28.68934993743897,29.4072229385376,32.95263893668534,24.4260609381926,28.68934993743897,1.601232343413642,1.2177887234176092,80.9883231237674
2023-04-05 00:00:00-04:00,32.01370065253086,32.199148256918505,31.564728904564877,32.04298400878906,39615700,-0.008156966672519413,29.02363967895508,29.4072229385376,33.22312802179092,24.824151336119247,29.02363967895508,1.6366776771328908,1.3015665141606656,78.28943429545681
2023-04-06 00:00:00-04:00,31.81849559445088,32.20890809091326,31.681852337663894,32.02346420288086,28551900,-0.000609175659259732,29.334504699707033,29.4072229385376,33.43688821262585,25.23212118678821,29.334504699707033,1.6442395047648972,1.3701011122815119,78.08186922327215
2023-04-10 00:00:00-04:00,31.81849201498187,31.974656251348996,31.428083285688604,31.74041175842285,30534400,-0.008838907704199728,29.593152046203613,29.4072229385376,33.545523732820406,25.64078035958682,29.593152046203613,1.6088465592803303,1.4178502016812755,74.97760429927064
2023-04-11 00:00:00-04:00,31.877053695966687,32.31626675629937,31.545204241854094,31.57448387145996,27059100,-0.005227653888858542,29.85667934417725,29.4072229385376,33.687169005945734,26.02618968240876,29.85667934417725,1.5495461972280822,1.4441894007906368,73.14186187849656
2023-04-12 00:00:00-04:00,31.984416129174495,32.1015383665515,31.19383264956991,31.252395629882812,37070800,-0.010200902820403111,30.052372741699223,29.4072229385376,33.62117282011452,26.48357266328392,30.052372741699223,1.459733504585806,1.4472982215496708,69.58056400769317
2023-04-13 00:00:00-04:00,31.057192349807018,31.65256967447336,30.891267613176623,31.35976219177246,29722300,0.0034354666170610944,30.233913803100588,29.4072229385376,33.655953966500284,26.81187363970089,30.233913803100588,1.3812971491383408,1.4340980070674048,70.10313677355461
2023-04-14 00:00:00-04:00,31.232878600038376,31.467126827768343,30.9303106098554,31.12551498413086,24623600,-0.0074696742344257504,30.31736402511597,29.4072229385376,33.59093487884155,27.04379317139039,30.31736402511597,1.285416499113925,1.4043617054767088,67.38332943979061
2023-04-17 00:00:00-04:00,31.18407632087801,31.85753388966632,31.008391090194262,31.36952018737793,29601100,0.00783939489423628,30.431071186065676,29.4072229385376,33.71476638182159,27.14737599030976,30.431071186065676,1.2151125131815768,1.3665118670176823,68.74367112264508
2023-04-18 00:00:00-04:00,31.652566614778074,31.681846243243104,31.018149222502373,31.06694984436035,26041400,-0.009645360885670242,30.561370658874512,29.4072229385376,33.80673067654373,27.316010641205295,30.561370658874512,1.122046941134247,1.3176188818409953,65.11694825280003
2023-04-19 00:00:00-04:00,30.35445292927733,30.76438451737318,30.334931934219302,30.40325355529785,25746600,-0.02136341972377382,30.692646312713624,29.4072229385376,33.812996350562294,27.572296274864954,30.692646312713624,0.9834010261162867,1.2507753106960537,57.900970166541164
2023-04-20 00:00:00-04:00,30.022601817211516,30.50085500022003,29.973799332236496,30.12020492553711,30255100,-0.009309813808115288,30.825873947143556,29.4072229385376,33.69897018234941,27.9527777119377,30.825873947143556,0.840989082048754,1.1688180649665938,55.09680289406083
2023-04-21 00:00:00-04:00,30.100683125798913,30.100683125798913,29.50530585641211,29.573627471923828,28655800,-0.018146538344095763,30.8878514289856,29.4072229385376,33.433174337479215,28.342528520491985,30.8878514289856,0.676227231199924,1.0702998982132599,50.05547440068235
2023-04-24 00:00:00-04:00,29.407706850060094,29.64195508107446,28.90017398052806,28.948974609375,38732500,-0.021121956146294592,30.902491950988775,29.4072229385376,33.34739112565835,28.4575927763192,30.902491950988775,0.4896041598050722,0.9541607505316224,44.98909656324169
2023-04-25 00:00:00-04:00,28.734250312737725,28.861133069468387,28.177914931890307,28.187673568725586,38289900,-0.026298031309297913,30.887851619720465,29.4072229385376,33.41750864985649,28.358194589584446,30.887851619720465,0.27707940079940485,0.8187444805851789,39.71333965873013
2023-04-26 00:00:00-04:00,28.5000013355668,29.095376794335365,28.148630869547965,28.353595733642578,41218800,0.0058863376756669965,30.87613925933838,29.4072229385376,33.42817943095457,28.32409908772219,30.87613925933838,0.1206497548960428,0.6791255354473518,41.32821669227585
2023-04-27 00:00:00-04:00,28.06078923095398,29.23202291741756,27.826542865986188,29.144180297851562,60186200,0.02788304424016764,30.79512910842896,29.4072229385376,33.26639868307445,28.323859533783473,30.79512910842896,0.059782564453996656,0.5552569412486807,48.41817302921717
2023-04-28 00:00:00-04:00,31.213355899182034,31.789212215845687,30.071403763279058,30.315410614013672,80229700,0.04018745094877311,30.74486360549927,29.4072229385376,33.22453066692832,28.265196544070218,30.74486360549927,0.10484479016100678,0.46517451103114593,56.7554513309224
2023-05-01 00:00:00-04:00,30.364210952736453,30.491093687026158,29.554108340080766,29.573627471923828,36918500,-0.02446884693512762,30.629204273223877,29.4072229385376,33.146632328468534,28.11177621797922,30.629204273223877,0.0797815563441091,0.38809592009373856,51.11989413800553
2023-05-02 00:00:00-04:00,29.573628767395718,29.84691710303838,29.03681445489617,29.05633544921875,33463400,-0.017491666289371405,30.476943874359133,29.4072229385376,33.02631999974987,27.927567748968393,30.476943874359133,0.017970467566996717,0.3140708295883902,47.57235316954571
