Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,SMA_20,SMA_50,BB_middle,BB_upper,BB_lower,MACD,Signal_Line,RSI
2023-03-07 00:00:00-05:00,52.02000045776367,52.21500015258789,51.39500045776367,51.61000061035156,3454800,0.0,0.0,,,,,,,0.0,0.0,
2023-03-08 00:00:00-05:00,51.7400016784668,51.849998474121094,51.34000015258789,51.560001373291016,2479200,0.0,0.0,-0.0009687897010123292,,,,,,-0.00398854312734187,-0.0007977086254683741,
2023-03-09 00:00:00-05:00,51.79999923706055,52.0099983215332,50.904998779296875,51.0,2774800,0.0,0.0,-0.010861159006506638,,,,,,-0.05174049081867338,-0.010986265064109376,
2023-03-10 00:00:00-05:00,51.27000045776367,51.32500076293945,49.904998779296875,50.084999084472656,3277800,0.0,0.0,-0.017941194422104734,,,,,,-0.16155487625060516,-0.041099987301408535,
2023-03-13 00:00:00-04:00,49.970001220703125,51.13999938964844,49.7599983215332,50.15999984741211,3854800,0.0,0.0,0.0014974695879090838,,,,,,-0.23976773985879163,-0.08083353781288516,
2023-03-14 00:00:00-04:00,50.345001220703125,50.869998931884766,50.150001525878906,50.81999969482422,3232800,0.0,0.0,0.013157891734845384,,,,,,-0.24566366807895434,-0.113799563866099,
2023-03-15 00:00:00-04:00,50.595001220703125,51.46500015258789,50.41999816894531,51.17499923706055,5184600,0.0,0.0,0.006985429838018753,,,,,,-0.21916434729722312,-0.13487252055232382,
2023-03-16 00:00:00-04:00,51.07500076293945,51.814998626708984,50.974998474121094,51.70000076293945,4101400,0.0,0.0,0.010258945455903445,,,,,,-0.15402470818390412,-0.1387029580786399,
2023-03-17 00:00:00-04:00,51.67499923706055,52.040000915527344,51.28499984741211,51.494998931884766,9458600,0.0,0.0,-0.003965219110821372,,,,,,-0.11758753348485129,-0.13447987315988216,
2023-03-20 00:00:00-04:00,51.77000045776367,52.29499816894531,51.45000076293945,52.275001525878906,4997400,0.0,0.0,0.01514715234824826,,,,,,-0.02547743146771353,-0.11267938482144844,
2023-03-21 00:00:00-04:00,52.375,52.45000076293945,51.51499938964844,51.89500045776367,3468400,0.0,0.0,-0.007269269383514243,,,,,,0.01666546845638095,-0.08681041416588257,
2023-03-22 00:00:00-04:00,51.92499923706055,52.150001525878906,51.13999938964844,51.17499923706055,2801200,0.0,0.0,-0.01387419239526011,,,,,,-0.007942504690021224,-0.07103683227071031,
2023-03-23 00:00:00-04:00,51.30500030517578,51.67499923706055,50.994998931884766,51.19499969482422,4966600,0.0,0.0,0.00039082477893215284,,,,,,-0.025536264744488335,-0.06193671876546592,
2023-03-24 00:00:00-04:00,51.400001525878906,52.17499923706055,51.13999938964844,52.040000915527344,2684800,0.0,0.0,0.016505542059580325,,,,,,0.02837796666202763,-0.043873781679967215,53.530373451260914
2023-03-27 00:00:00-04:00,52.154998779296875,52.505001068115234,51.95000076293945,52.334999084472656,2989800,0.0,0.0,0.005668681086769434,,,,,,0.09382768318798895,-0.016333488706375982,55.6773482009712
2023-03-28 00:00:00-04:00,52.15999984741211,52.75,51.54999923706055,51.599998474121094,2917400,0.0,2.0,-0.014044150629776708,,,,,,0.08540416245306659,0.004014041525512531,50.28286448241869
2023-03-29 00:00:00-04:00,51.709999084472656,52.349998474121094,51.40999984741211,52.150001525878906,3512600,0.0,0.0,0.0106589741864751,,,,,,0.12170615845678157,0.027552464911766338,58.14447194095335
2023-03-30 00:00:00-04:00,52.380001068115234,52.650001525878906,52.04999923706055,52.4900016784668,3487400,0.0,0.0,0.006519657576983473,,,,,,0.17588344774354425,0.05721866147812193,68.542776588567
2023-03-31 00:00:00-04:00,52.939998626708984,54.16999816894531,52.7599983215332,54.0099983215332,5497000,0.0,0.0,0.028957831862481465,,,,,,0.3375789656032211,0.11329072230314177,74.27487151265824
2023-04-03 00:00:00-04:00,54.220001220703125,54.52000045776367,53.209999084472656,53.58000183105469,4845500,0.0,0.0,-0.007961423881531204,51.71750011444092,,51.71750011444092,53.648340432835845,49.78665979604599,0.42611472006362305,0.17585552185523803,67.92208113905802
2023-04-04 00:00:00-04:00,53.540000915527344,53.75,52.849998474121094,53.15999984741211,4088900,0.0,0.0,-0.007838782554858925,51.795000076293945,,51.795000076293945,53.82932707202498,49.76067308056291,0.4571198997056882,0.2321083974253281,62.78170519024342
2023-04-05 00:00:00-04:00,53.31999969482422,53.72999954223633,52.720001220703125,52.79999923706055,5061900,0.0,0.0,-0.006772020530189771,51.85699996948242,,51.85699996948242,53.936257389257754,49.77774254970709,0.4474843661242005,0.2751835911651026,57.236826254733224
2023-04-06 00:00:00-04:00,52.36000061035156,53.04999923706055,51.290000915527344,52.560001373291016,5512200,0.0,0.0,-0.004545414152223648,51.935000038146974,,51.935000038146974,53.99585377262651,49.87414630366744,0.4156904932326029,0.3032849715786027,56.974473761785084
2023-04-10 00:00:00-04:00,52.279998779296875,52.439998626708984,51.29999923706055,52.349998474121094,2823200,0.0,0.0,-0.003995488844805051,52.04825000762939,,52.04825000762939,53.921441492340435,50.17505852291835,0.3692911821360809,0.31648621369009833,50.53076378150027
2023-04-11 00:00:00-04:00,52.400001525878906,52.40999984741211,52.060001373291016,52.279998779296875,2815100,0.0,0.0,-0.001337147982130693,52.15424995422363,,52.15424995422363,53.80416345494965,50.50433645349761,0.32314597776239395,0.31781816650455746,52.84972805815281
2023-04-12 00:00:00-04:00,52.310001373291016,52.81999969482422,52.15999984741211,52.470001220703125,3571900,0.0,0.0,0.0036343237536855533,52.23675003051758,,52.23675003051758,53.76637805652337,50.70712200451178,0.2984666422796636,0.3139478616595787,60.40161853409051
2023-04-13 00:00:00-04:00,52.7599983215332,52.95000076293945,52.150001525878906,52.869998931884766,3620700,0.0,0.0,0.007623360050996508,52.32150001525879,,52.32150001525879,53.790040804838334,50.85295922567925,0.30763830064495323,0.3126859494566536,62.67978314267547
2023-04-14 00:00:00-04:00,52.650001525878906,52.869998931884766,52.27000045776367,52.560001373291016,2578400,0.0,0.0,-0.005863392563959291,52.36450004577637,,52.36450004577637,53.806541636919704,50.92245845463303,0.28658907331517725,0.3074665742283584,54.283367468717266
2023-04-17 00:00:00-04:00,52.7400016784668,53.029998779296875,52.52000045776367,52.880001068115234,2644200,0.0,0.0,0.006088274095571666,52.43375015258789,,52.43375015258789,53.83234691825169,51.035153386924094,0.29235858227850997,0.3044449758383887,54.47089594415206
2023-04-18 00:00:00-04:00,52.880001068115234,53.150001525878906,52.040000915527344,52.68000030517578,3350900,0.0,0.0,-0.0037821626115670526,52.454000091552736,,52.454000091552736,53.85464529227844,51.05335489082703,0.2775926542827776,0.2990745115272665,59.71225094681377
2023-04-19 00:00:00-04:00,52.75,52.939998626708984,52.33000183105469,52.4900016784668,1891700,0.0,0.0,-0.003606655763255917,52.48375015258789,,52.48375015258789,53.859456466721824,51.10804383845395,0.24770387261950333,0.2888003837457139,53.269236553357786
2023-04-20 00:00:00-04:00,52.4900016784668,53.2400016784668,52.290000915527344,52.900001525878906,3337700,0.0,0.0,0.00781100846449978,52.57000026702881,,52.57000026702881,53.809809416187576,51.330191117870044,0.25417044036782244,0.2818743950701356,53.88994691989922
2023-04-21 00:00:00-04:00,53.04999923706055,53.27000045776367,52.630001068115234,53.06999969482422,4485000,0.0,0.0,0.0032135758798068625,52.66375026702881,,52.66375026702881,53.73833156167703,51.58916897238059,0.26990141786008337,0.2794797996281252,38.01020432988226
2023-04-24 00:00:00-04:00,53.15999984741211,53.970001220703125,53.119998931884766,53.70000076293945,2932200,0.0,0.0,0.011871133818315727,52.74675025939941,,52.74675025939941,53.87363842145347,51.619862097345354,0.32940695360412775,0.2894652304233257,51.456298094595255
2023-04-25 00:00:00-04:00,53.77000045776367,54.369998931884766,53.720001220703125,54.209999084472656,3252400,0.0,0.0,0.00949717531261518,52.84050025939941,,52.84050025939941,54.12421954831352,51.556780970485306,0.4129578012341142,0.31416374458548346,62.47031373881527
2023-04-26 00:00:00-04:00,53.75,54.630001068115234,53.75,54.2599983215332,3195500,0.0,0.0,0.000922324993635204,52.97350025177002,,52.97350025177002,54.26721317609446,51.67978732744558,0.4777003383594831,0.3468710633402834,68.71796627411088
2023-04-27 00:00:00-04:00,54.27000045776367,55.34000015258789,54.220001220703125,55.279998779296875,4052600,0.0,0.0,0.018798387197127564,53.13000011444092,,53.13000011444092,54.72617867824152,51.53382155064032,0.6043482277424559,0.3983664962207179,79.05982313811252
2023-04-28 00:00:00-04:00,55.31999969482422,56.130001068115234,55.290000915527344,56.0,3053300,0.0,0.0,0.013024624395845175,53.30550003051758,,53.30550003051758,55.32192106372416,51.289078997310995,0.7541226176257467,0.4695177205017237,85.16382634363474
2023-05-01 00:00:00-04:00,55.81999969482422,56.90999984741211,55.790000915527344,56.84000015258789,3984300,0.0,0.0,0.015000002724783856,53.447000122070314,,53.447000122070314,55.99792186353771,50.896078380602916,0.929881794320508,0.5615905352654805,88.2550754395386
2023-05-02 00:00:00-04:00,56.84000015258789,57.68000030517578,56.38999938964844,57.540000915527344,4375100,0.0,0.0,0.012315284325480125,53.64500007629395,,53.64500007629395,56.78590489483467,50.50409525775322,1.112828426161201,0.6718381134446246,89.18087107253828
