Date,Open,High,Low,Close,Volume,Returns,SMA20,SMA50,BB_Upper,BB_Lower,BB_Middle,MACD,Signal_Line,RSI
2023-03-06,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0
2023-03-07,68.8028236728476,69.2933677541843,68.12238814421167,68.35183715820312,8643445,nan,nan,nan,nan,nan,nan,nan,nan,0.0
2023-03-08,68.65249994203755,69.1588670691265,68.09865616954116,68.81864929199219,7598067,0.006829547722449752,nan,nan,nan,nan,nan,nan,nan,99.99999993573432
2023-03-09,71.17643442740034,75.11661040820138,71.02610053521622,72.44235229492188,35826152,0.05265582861928308,nan,nan,nan,nan,nan,nan,nan,99.99999999022128
2023-03-10,72.71134911920176,74.53111053631308,71.83311824397556,71.999267578125,23152683,-0.006116376715557519,nan,nan,nan,nan,nan,nan,nan,90.22664700096075
2023-03-13,70.97072104533734,71.78565993979313,69.35667384815712,70.39314270019531,14201502,-0.0223075168950422,nan,nan,nan,nan,nan,nan,nan,66.62375456946725
2023-03-14,72.1337890625,73.64497900924407,71.36631925446301,72.1337890625,14218418,0.024727498951397975,nan,nan,nan,nan,nan,nan,nan,73.99602669892306
2023-03-15,70.40896408931758,71.0181884765625,68.3993185445924,71.0181884765625,15107797,-0.015465714479117309,nan,nan,nan,nan,nan,nan,nan,64.81969603874344
2023-03-16,70.73335145421893,72.86959612496788,70.07665805230972,72.76673889160156,10183883,0.0246211632899665,nan,nan,nan,nan,nan,nan,nan,70.5448957766836
2023-03-17,72.62433326228104,72.65597931851606,70.69380281452136,71.43753051757812,12765689,-0.01826670253841552,nan,nan,nan,nan,nan,nan,nan,62.778541669892405
2023-03-20,71.70654603535259,72.18126719223812,70.74128069149732,71.14479064941406,8705343,-0.004097844172987336,nan,nan,nan,nan,nan,nan,nan,61.29244405950462
2023-03-21,71.9834497227382,73.61332738411822,71.9676266958339,72.93289184570312,8553980,0.025133269491232794,nan,nan,nan,nan,nan,nan,nan,66.18224428470197
2023-03-22,73.17815701533434,73.26519121872012,70.85202857074636,70.88367462158203,8784783,-0.028097298382963053,nan,nan,nan,nan,nan,nan,nan,57.81248601729449
2023-03-23,71.70653661550732,73.54212131798819,71.62742147547942,72.4660873413086,10834691,0.022324078543816964,nan,nan,nan,nan,nan,nan,nan,61.565848353540154
2023-03-24,71.65906379987149,73.06739641850768,71.46126083292444,72.29202270507812,8342975,-0.00240201510274234,nan,nan,nan,nan,nan,nan,nan,60.969173619683275
2023-03-27,73.0120188241706,74.0880527890412,72.87751552401038,73.82695770263672,7524516,0.021232425655324384,nan,nan,nan,nan,nan,nan,nan,64.04222636992449
2023-03-28,73.8506968925076,74.16717259624264,73.23356095027604,73.69245147705078,5023152,-0.0018219120734692502,nan,nan,nan,nan,nan,nan,nan,63.60339771095126
2023-03-29,74.34914556386978,74.70518636978507,74.11178502659294,74.42035675048828,6162254,0.00987760969879233,nan,nan,nan,nan,nan,nan,nan,64.08115139285547
2023-03-30,74.33332230251402,74.6181519209141,74.02475057959012,74.41243743896484,6623107,-0.0001064132432203846,nan,nan,nan,nan,nan,nan,nan,56.05248267460262
2023-03-31,74.79222425474002,75.6941898025097,74.61815581827935,75.63880920410156,9247391,0.01648073638419146,nan,nan,nan,nan,nan,nan,nan,60.66794700043393
2023-04-03,75.75747422968612,76.69899715823246,75.44890255275627,76.68317413330078,6199468,0.013807262967098475,nan,nan,nan,nan,nan,nan,nan,69.06469462681963
2023-04-04,76.71483349018389,77.43482656000336,74.90298354604798,75.2036361694336,8554983,-0.019294166948478946,72.52184695289249,nan,76.6355154037175,68.40817850206747,72.52184695289249,nan,nan,59.45415695140243
2023-04-05,75.14826468148466,75.41727128522514,74.103876759,74.57068634033203,10642230,-0.008416479060607232,72.81798262823196,nan,76.56749804308679,69.06846721337713,72.81798262823196,nan,nan,61.275777340467386
2023-04-06,74.4678255136129,74.68145150896495,74.00892746836432,74.05640411376953,8025340,-0.006896573597504187,73.06739952450707,nan,76.39238951469932,69.74240953431482,73.06739952450707,nan,nan,54.441449706430824
2023-04-10,74.2383819651553,75.15617812332862,74.0643210887375,74.65772247314453,7499832,0.00811973476934178,73.17289334251767,nan,76.55200049329994,69.79378619173539,73.17289334251767,nan,nan,61.675292444738716
2023-04-11,74.77639506169932,75.13243589174961,74.27793941234673,74.30168151855469,6663078,-0.004768976909494083,73.28253210158576,nan,76.651600037428,69.91346416574352,73.28253210158576,nan,nan,61.39348694335227
2023-04-12,74.57857997772426,74.90297466541149,74.22253924155645,74.45198822021484,8768118,0.0020229246308863347,73.47581045968192,nan,76.61770306411299,70.33391785525086,73.47581045968192,nan,nan,56.217582757948094
2023-04-13,74.67353679154367,74.91880883091704,73.95354370001687,74.61023712158203,11044694,0.0021255161232110725,73.59373655773345,nan,76.71109754596382,70.47637556950308,73.59373655773345,nan,nan,68.0460194678511
2023-04-14,74.26211978865152,75.67046014500872,74.22256221580646,75.51222229003906,7211767,0.012089295025120884,73.80773816789899,nan,76.80311847293231,70.81235786286567,73.80773816789899,nan,nan,65.79169483731411
2023-04-17,75.65462950177204,76.62780620453259,75.54386074536453,76.56450653076172,7676003,0.013935283703886765,73.98858424595424,nan,77.16390193031351,70.81326656159497,73.98858424595424,nan,nan,70.30077612799448
2023-04-18,76.74648531905521,77.94911103029428,76.63571656431567,77.9095458984375,8909832,0.01756740072680254,74.29677545456659,nan,77.67190351548722,70.92164739364596,74.29677545456659,nan,nan,69.754979223838
2023-04-19,77.9965745765352,78.57415285020112,77.86998280347302,78.35261535644531,7038101,0.0056869726668076805,74.64000520252046,nan,78.12729392246271,71.1527164825782,74.64000520252046,nan,nan,71.89592340358476
2023-04-20,78.56623875897981,79.4919387054991,78.37634732382377,78.93019104003906,8661237,0.007371492080592539,74.92559087844123,nan,78.77080867519678,71.08037308168568,74.92559087844123,nan,nan,71.49322055678533
2023-04-21,79.10425516673644,79.18337786193098,78.4317387301412,78.73239135742188,5112741,-0.002506007904083867,75.2993392944336,nan,79.02431604502287,71.57436254384432,75.2993392944336,nan,nan,70.22227808525678
