Date,Open,High,Low,Close,Volume,Returns,SMA_20,SMA_50,BB_upper,BB_lower,BB_middle,MACD,Signal_Line,RSI,PriceRange,VWAP,Momentum,ForceIndex,TrueRange
2023-03-07 00:00:00-05:00,-0.8147403836765924,-0.8155201705654185,-0.8166728172254896,-0.8149695787004204,-0.32215109258432173,-0.02320258441101959,-0.8318144887201038,-0.7215398113431417,-0.7713407380815747,-0.9099896038420472,-0.8318144887201038,-0.4527336244842252,-0.45542774863048513,-0.22867020560652773,-0.1414741042870199,-0.8157208554971095,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,-0.8236596332433305,-0.8192590087156731,-0.8164672934251715,-0.8060744057418571,-0.19163647792499958,0.4116627344306513,-0.8318144887201038,-0.7215398113431417,-0.7635971192797,-0.9214247968811955,-0.8318144887201038,-0.43616530067031584,-0.45223702604737626,-0.22867020560652773,0.3389404042430291,-0.813933569294234,-1.0914730059921878,-0.001704639616312778,0.0042894300152527265
2023-03-09 00:00:00-05:00,-0.8207661868126741,-0.8073561285262695,-0.8187674840088339,-0.8182599428220455,-0.12025871338064281,-0.6122274137463549,-0.8318144887201038,-0.7215398113431417,-0.7623791296361074,-0.9232234322544649,-0.8318144887201038,-0.446070253631167,-0.45159194070325415,-0.22867020560652773,-1.3903296293039045,-0.814794518452383,1.5117136821846713,0.0014654170111155762,0.012693078266976854
2023-03-10 00:00:00-05:00,-0.823143811569382,-0.8224093406890483,-0.8304100610103341,-0.8278807728046959,0.23729178039137844,-0.49553075600900764,-0.8318144887201038,-0.7215398113431417,-0.7577618584492959,-0.9300418705952709,-0.8318144887201038,-0.4718264270982599,-0.45603598820423863,-0.22867020560652773,-0.9719711439039926,-0.826900058168026,1.1757669512049764,-0.0022829438754258555,0.012150118188288594
2023-03-13 00:00:00-04:00,-0.8496875484950351,-0.8294823809023678,-0.8380433288948412,-0.8258290565954106,-0.07154318230691611,0.0787848932883646,-0.8318144887201038,-0.7215398113431417,-0.7576629114546843,-0.9301879880647608,-0.8318144887201038,-0.4879666165906433,-0.462699498815305,-0.22867020560652773,-1.0075407139526236,-0.8311182554642066,-0.24782749843729662,-0.00014678630680294857,0.01016255609014538
2023-03-14 00:00:00-04:00,-0.8291822814386,-0.8184745037771766,-0.8231111025092116,-0.805824291765868,0.2203364597290457,0.9685564164542965,-0.8318144887201038,-0.7215398113431417,-0.7563523753894655,-0.9321232890233921,-0.8318144887201038,-0.46294928084373405,-0.46321247666338633,-0.22867020560652773,-0.5591772564158887,-0.815803299350752,-2.422385682578777,0.004407779060253545,0.00735455281823405
2023-03-15 00:00:00-04:00,-0.8237979959136779,-0.8225196533928102,-0.8260666190294704,-0.8138561361823109,-0.0220005624203927,-0.41132338055409673,-0.8318144887201038,-0.7215398113431417,-0.7573729208456278,-0.9306162243556921,-0.8318144887201038,-0.458192657502114,-0.4627068299164706,-0.22867020560652773,-0.4305625474029326,-0.8208141362015303,0.996724037549434,0.0001767050944348344,0.020242327263602422
2023-03-16 00:00:00-04:00,-0.8311195377442193,-0.8139389168988135,-0.8239977435788225,-0.800769822719847,0.7019502754205746,0.6156488302383016,-0.8318144887201038,-0.7215398113431417,-0.7555729084631602,-0.9332743470749294,-0.8318144887201038,-0.4300289226886849,-0.4568785493366626,-0.22867020560652773,-1.2102743616532166,-0.8129021610658276,-1.6079393987062682,0.00918594133921652,0.010141607396511598
2023-03-17 00:00:00-04:00,-0.8126899444906568,-0.8108743888584847,-0.8120853188060116,-0.8076883730244162,4.637817808876317,-0.35540389175151954,-0.8318144887201038,-0.7215398113431417,-0.7560558423563803,-0.9325611866733893,-0.8318144887201038,-0.4211086891771155,-0.450498069111929,-0.22867020560652773,-0.14900269847510575,-0.8102160268963042,0.8639873916664456,-0.03208697581413782,0.011315496086164667
2023-03-20 00:00:00-04:00,-0.81742005962115,-0.8045369072467378,-0.8062769000212436,-0.7917495433045438,0.2173589400029775,0.7488242413298651,-0.8318144887201038,-0.7215398113431417,-0.7529321751404383,-0.9371739831601825,-0.8318144887201038,-0.38479232315766715,-0.4383998905992825,-0.22867020560652773,-0.21286396804505958,-0.8008544501908418,-1.973388531048044,0.0034644471327994137,0.0031514657776784416
2023-03-21 00:00:00-04:00,-0.7985770166243046,-0.79656438621232,-0.796901709101279,-0.794723406394053,0.14647742874629877,-0.1643963038275878,-0.8318144887201038,-0.7215398113431417,-0.7519286936331477,-0.9386558490733533,-0.8318144887201038,-0.362652765465609,-0.42445771874005256,-0.22867020560652773,-0.04224049552351966,-0.796063167235884,0.3756065430864811,-0.0004356038187948316,0.005152165796735164
2023-03-22 00:00:00-04:00,-0.8064199792810763,-0.7942061197529353,-0.8016387506812984,-0.8020696634700623,0.21256182488875655,-0.3732825179920494,-0.8318144887201038,-0.7215398113431417,-0.7523880031771448,-0.9379775753314872,-0.8318144887201038,-0.36001680333026387,-0.41279634849464597,-0.22867020560652773,-0.9216823887460349,-0.7993048446347653,0.9243791005655467,-0.001561533810178461,0.007432630928363104
2023-03-23 00:00:00-04:00,-0.8038858330692517,-0.7946011412336846,-0.8005256322799068,-0.7915982678815663,0.3252940300729492,0.4804143061461724,-0.8318144887201038,-0.7215398113431417,-0.7513953628695043,-0.9394434317775151,-0.8318144887201038,-0.33950396574717107,-0.3995168964955768,-0.22867020560652773,-0.7369816462124165,-0.7955750137983858,-1.3055468951652751,0.003406282471469955,0.007468522236377617
2023-03-24 00:00:00-04:00,-0.8049881612875492,-0.8055648421640882,-0.8043826761942304,-0.7954541586989008,-0.49633599655931054,-0.20623902654607104,-0.8318144887201038,-0.7215398113431417,-0.7513405568541145,-0.9395243651733503,-0.8318144887201038,-0.331905078680544,-0.38742994361774036,-0.22867020560652773,0.14685507523078736,-0.8018005590190732,0.4871019775792889,0.0019138174114456167,0.013966574282521904
2023-03-27 00:00:00-04:00,-0.8037592012825813,-0.8058118549194586,-0.8076961744912011,-0.8072109006952536,-0.7048450862653631,-0.5839713272876128,-0.8318144887201038,-0.7215398113431417,-0.752018286972947,-0.938523544376823,-0.8318144887201038,-0.3492268366594892,-0.3810962000128441,-0.5342097813346594,-0.2344383204242823,-0.8069063100353042,1.4779911410084177,0.008286681826618902,0.012242015792300331
2023-03-28 00:00:00-04:00,-0.8212064946877647,-0.8213190287999675,-0.8169245000463917,-0.8099074419988855,-0.8924288290076589,-0.15373561775382577,-0.8318144887201038,-0.7215398113431417,-0.752589835836444,-0.9376795240611779,-0.8318144887201038,-0.3690002098769538,-0.3798371551169783,-0.6018207702415037,0.5351307840358336,-0.8160503236150816,0.3340566017269352,0.0024064711979710465,0.014108128104713957
2023-03-29 00:00:00-04:00,-0.8116402303226048,-0.8120961609832259,-0.8094434206580093,-0.8088993679081606,0.26185631813144095,0.025763003681850107,-0.8318144887201038,-0.7215398113431417,-0.7531350359816377,-0.9368744135482804,-0.8318144887201038,-0.3835687373021218,-0.3816355216245394,-0.5713562487215778,0.3268369686606307,-0.8101463165164654,-0.12446781427726215,0.0002639705698009218,0.0021887189843403654
2023-03-30 00:00:00-04:00,-0.8117035346486754,-0.8095774364380914,-0.803411918141137,-0.7985035605624082,-0.1411013514631201,0.4811113117823527,-0.8318144887201038,-0.7215398113431417,-0.753309592055415,-0.9366166422851446,-0.8318144887201038,-0.3764075946939589,-0.3816951242419829,-0.26392734362196063,0.7595776085443591,-0.8038309717138789,-1.2851793137923067,-0.001466862466035896,0.005487449767023644
2023-03-31 00:00:00-04:00,-0.8144784003930048,-0.801959703632038,-0.8077996636466631,-0.7886875269109974,-0.09362645360858848,0.4467868058676641,-0.8318144887201038,-0.7215398113431417,-0.7524395979642412,-0.9379013840357434,-0.8318144887201038,-0.35338328816176845,-0.3773087926337786,0.0,-0.7170184024287508,-0.7994822980632328,-1.2293036795599397,-0.0009190404192841582,0.00929610308425488
2023-04-03 00:00:00-04:00,-0.8037591020451618,-0.7998854532081731,-0.7941705978311403,-0.787515562867256,-0.6242039270176831,0.03222941824777704,-0.8318144887201038,-0.7215398113431417,-0.7516566891997001,-0.9390575247347667,-0.8318144887201038,-0.3342935758874146,-0.3701234365683197,0.03095783486764081,0.7110159452616251,-0.7938572046355231,-0.14859675140693326,-0.000731544558426921,0.011197926297175642
2023-04-04 00:00:00-04:00,-0.7985008474159331,-0.7994656329481955,-0.7999173124939158,-0.7976718920172484,-0.8105470365407837,-0.5028851035116502,-0.8309042456018979,-0.7215398113431417,-0.7511934551871279,-0.9375178890553105,-0.8309042456018979,-0.33960437085000583,-0.3653979029376044,-0.2969434272080358,-0.05656594444226856,-0.79901827915312,1.289667103595308,0.00823218249465914,0.012401749626659853
2023-04-05 00:00:00-04:00,-0.8137181938915519,-0.8149482168238732,-0.808071457892814,-0.8044764168640139,-0.5228028385688055,-0.3486626944335913,-0.8308201558385864,-0.7215398113431417,-0.7515536959033883,-0.9367804831748882,-0.8308201558385864,-0.35772871394776884,-0.3651078563198719,-0.5007943233725372,0.8451032535196958,-0.8091653638602336,0.8530480909334069,0.0035574249050009826,0.017276324806624777
2023-04-06 00:00:00-04:00,-0.8225621911256875,-0.8190225473554043,-0.8167821287221537,-0.8125032154684413,-0.722544786859213,-0.41041994688181815,-0.8305172239175161,-0.7215398113431417,-0.7510549513534684,-0.9367769352557523,-0.8305172239175161,-0.3879622475903403,-0.3706981834147468,-0.7280038309339193,0.2723707286113511,-0.8161026305153332,0.9977668003889002,0.0057997214867977825,0.014546130491390308
2023-04-10 00:00:00-04:00,-0.8303037982031162,-0.8196768632503865,-0.820043687525416,-0.8065177446367965,-0.6475278315385506,0.26849398645595796,-0.829393053400959,-0.7215398113431417,-0.7508747154182194,-0.9342967691976992,-0.829393053400959,-0.40123896889859767,-0.37772727189966493,-0.5282320343671697,-0.04417952511157931,-0.815412765137533,-0.7366704177526157,-0.0038757589483522036,0.007540472056974723
2023-04-11 00:00:00-04:00,-0.8141743346301574,-0.8159606016542759,-0.8143876478115794,-0.8138514861202574,-0.5550593022678775,-0.3778999813687067,-0.8287627667448572,-0.7215398113431417,-0.7523750182840764,-0.9305414578841505,-0.8287627667448572,-0.42588776309833676,-0.3880973997132621,-0.7399369710240469,0.1931961959241854,-0.8147332451953709,0.9093093775343444,0.004070661430822789,0.009442857017479378
2023-04-12 00:00:00-04:00,-0.8185329287434652,-0.8201090186542459,-0.820289649230436,-0.8199881334373892,-0.7540568706267679,-0.3227814196216628,-0.8295080999009606,-0.7215398113431417,-0.754047905063789,-0.9298918978948463,-0.8295080999009606,-0.45693567197711166,-0.4023726984797613,-0.9086142713442764,-0.022067600440631958,-0.8201289337740236,0.7540254483512787,0.004627381072096567,0.006438163110178641
2023-04-13 00:00:00-04:00,-0.8290114016330372,-0.8213683056862411,-0.8191894825181579,-0.8104870178182463,-0.4932757679519627,0.4442856338935294,-0.8293308093267074,-0.7215398113431417,-0.7536748687656822,-0.9300096526631442,-0.8293308093267074,-0.46351610561857826,-0.4150601953316112,-0.5726491217972254,0.26282185791307283,-0.8170149353408817,-1.1586894043593343,-0.004686670103433105,0.0013801722488518964
2023-04-14 00:00:00-04:00,-0.8272249388363415,-0.8194793571161328,-0.8216487008560084,-0.8164095149371866,-0.4767339916960283,-0.3110903813561952,-0.8301538050528089,-0.7215398113431417,-0.7540744041647606,-0.9314302101148568,-0.8301538050528089,-0.4795801981685613,-0.42830381069816353,-0.7453116465757998,-0.2622435129829571,-0.819179190969776,0.7307331257301475,0.0028234556923206503,0.011161683037762105
2023-04-17 00:00:00-04:00,-0.8295942656771081,-0.8190965797134243,-0.8182834785222163,-0.8065555387581683,-0.8294046614725489,0.45942505720528976,-0.8300941927697443,-0.7215398113431417,-0.7540067369700371,-0.9313845043787614,-0.8300941927697443,-0.47350587228641555,-0.4377289112256835,-0.4103262762484198,0.09801191074342655,-0.8146451989979362,-1.2069893844606205,-0.008172933776917224,0.002687064776237702
2023-04-18 00:00:00-04:00,-0.8131100111952348,-0.8102565464720467,-0.8062205919228359,-0.8003055585456664,-0.5312391444593321,0.27909300400102477,-0.8305444295057391,-0.7215398113431417,-0.7544275786860694,-0.9318629558984697,-0.8305444295057391,-0.45686872841876114,-0.4420650157203102,-0.21319956423940584,0.4963602087838183,-0.8055942323135165,-0.7748976867885401,-0.0033202341409772603,0.0037010077138783792
2023-04-19 00:00:00-04:00,-0.819229808295063,-0.8086638059604409,-0.808265575177527,-0.797558509653133,-0.3448133260549518,0.10862293668433808,-0.8306936190059451,-0.7215398113431417,-0.7550114118940728,-0.9313652617972323,-0.8306936190059451,-0.4386700981937434,-0.44202921283759644,-0.12741745359106627,0.0486103873274187,-0.8048292969303669,-0.3432500078501779,-0.000947219065470017,0.008358247414774422
2023-04-20 00:00:00-04:00,-0.8178740915343615,-0.8013299813172442,-0.8062076371339456,-0.7994234813490958,-0.24729955502621873,-0.1123914449012695,-0.8305543709602816,-0.7215398113431417,-0.7551814240312695,-0.9307740206324508,-0.8305543709602816,-0.428045913126462,-0.4399545683164733,-0.1959263640962513,-0.5963822386830655,-0.8023203666000952,0.23383509465329097,0.00046120667054808806,0.00864912748081259
2023-04-21 00:00:00-04:00,-0.8144023505239476,-0.8123554079704447,-0.8128732829741756,-0.7995746578345828,-0.696574198137396,-0.03044922682076513,-0.830974106511968,-0.7215398113431417,-0.7554639912040807,-0.9313821518321552,-0.830974106511968,-0.42028504713735104,-0.4368002675711051,-0.20178624525726555,-0.06358957625769736,-0.8082677829264011,0.018910688641756088,0.00010530563915534685,0.013449801625079805
2023-04-24 00:00:00-04:00,-0.8105505672235135,-0.8061204787979871,-0.8001891434282421,-0.7975081504704675,-0.9007824260169057,0.07587419046173836,-0.8310821921715805,-0.7215398113431417,-0.7560718291963914,-0.9307485934558581,-0.8310821921715805,-0.41072526373997803,-0.4324358068982945,-0.12492128762940576,0.7317662351483369,-0.801272590898899,-0.2584508330606459,-0.0018614735168295709,0.006545820963404281
2023-04-25 00:00:00-04:00,-0.8101071233541578,-0.8096515843960019,-0.8131969091727153,-0.8132844753621904,0.03647461664433527,-0.7776289503636264,-0.8314017973098137,-0.7215398113431417,-0.7563042102628769,-0.931186219224901,-0.8314017973098137,-0.4330994252301952,-0.4332530473347371,-0.7176745824348669,-0.4376365389844125,-0.8120443229769693,1.9782023396771646,-0.0005754354024820758,0.01568875870224773
2023-04-26 00:00:00-04:00,-0.827871096720735,-0.8255291325409412,-0.8238489687860109,-0.8206307819069449,-0.5003887317420145,-0.38157512249199393,-0.8319660835368841,-0.7215398113431417,-0.7556301654613674,-0.9335601371992176,-0.8319660835368841,-0.4645361653105699,-0.43996091718988284,-0.9485290858639073,0.20294992319282107,-0.8233362944112991,0.9032886729434886,0.0036760090149177867,0.012244657178750784
2023-04-27 00:00:00-04:00,-0.8326605130537552,-0.829282416143981,-0.8371543289234074,-0.8178333243630008,-0.41180751989148595,0.11455606470121302,-0.8324362083882769,-0.7215398113431417,-0.7554211868852142,-0.9350172461391247,-0.8324362083882769,-0.48382098863434075,-0.44904107827735595,-0.8284268794743472,-0.9453928288920961,-0.8280900231434631,-0.34089112980182257,-0.0011520140531733536,0.016523547016462414
2023-04-28 00:00:00-04:00,-0.8290114578338014,-0.8210226611857422,-0.8224899730183758,-0.807639250560382,-0.5827667774965676,0.47699461275056065,-0.8329169489117371,-0.7215398113431417,-0.755848432246047,-0.9355607613492789,-0.8329169489117371,-0.4795882267103672,-0.4554900631888123,-0.4188119355264921,-0.17699536221944037,-0.8170506282548334,-1.2464732726021963,-0.005940767539514356,0.004656648655374962
2023-05-01 00:00:00-04:00,-0.8195972066858025,-0.8059475751388258,-0.8074242587076438,-0.7932111963204751,-0.5127123550526855,0.6756035393131623,-0.8331549945547432,-0.7215398113431417,-0.7556048887201123,-0.936501948581992,-0.8331549945547432,-0.4490919477632012,-0.45477628732089004,0.06365402741993469,-0.18017186451736192,-0.8021943433889817,-1.7864478763130895,-0.0073974416681705495,0.001691675421556238
2023-05-02 00:00:00-04:00,-0.8205348765129558,-0.8213683249269293,-0.834837603496562,-0.82548208281622,0.42413114320215706,-1.5581526363989195,-0.835152878094823,-0.7215398113431417,-0.7569782430291991,-0.9393546698132198,-0.835152878094823,-0.48534873915379684,-0.46118758809614596,-0.8991394235770527,-1.6415242002720618,-0.8272293370799039,4.068385147038038,-0.013687087981587355,0.0416264071760869
2023-05-03 00:00:00-04:00,-0.8317610008217532,-0.8269860412069484,-0.8252856686994968,-0.8243984699514969,-0.28228541180751987,0.030494600175137013,-0.836559290644861,-0.7215398113431417,-0.7587716212844393,-0.940142180134032,-0.836559290644861,-0.5113650163772753,-0.4713268351921371,-0.8635590974544585,0.20443042000907385,-0.8255567266193141,-0.13127030704606904,-0.00030588810375829735,0.001503958390728366
2023-05-04 00:00:00-04:00,-0.8405036037845771,-0.8368508556535683,-0.8396653384440818,-0.8282291317087533,-0.4586207466957802,-0.21276039719208195,-0.8378092118408068,-0.7215398113431417,-0.7589203583820889,-0.9429760675663477,-0.8378092118408068,-0.5382150413539607,-0.4846090022245014,-0.9602219467013843,-0.3348567189766384,-0.8349151086021345,0.4646614345950706,0.0017568209554519167,0.01526686849258485
2023-05-05 00:00:00-04:00,-0.832964610666922,-0.8152321427789648,-0.8240301395455975,-0.8030776880920419,0.13622152746761948,1.2276012607752165,-0.8373132194236141,-0.7215398113431417,-0.7584350971188958,-0.9424809658159556,-0.8373132194236141,-0.5114296657661226,-0.49007641665376905,-0.19666848205410487,-1.0562269577801644,-0.8141133234722014,-3.0367735996946195,0.0034261680674841344,0.012996988929788511
2023-05-08 00:00:00-04:00,-0.8154412991992607,-0.8161457273889012,-0.8146982410976059,-0.8044133936825643,-0.7687790514945495,-0.08752427772440322,-0.8372024837507197,-0.7215398113431417,-0.7582393108755017,-0.942499563276284,-0.8372024837507197,-0.49226298334656776,-0.49075923453196085,-0.23516551563418298,0.17750956355984274,-0.8117524540563571,0.16632333463225674,0.0010268624769577148,0.01306803929685929
2023-05-09 00:00:00-04:00,-0.8243740571679231,-0.8243685229246724,-0.8208073823772395,-0.8177073274688466,-0.5160207103038724,-0.6644585765211792,-0.8374053867814389,-0.7215398113431417,-0.758222426636754,-0.9430201844822189,-0.8374053867814389,-0.5015574169007542,-0.49309540792178197,-0.6015788983490954,0.43198115181680863,-0.8209610775902528,1.652624619466284,0.006859945155130039,0.019955129242108183
2023-05-10 00:00:00-04:00,-0.8252230160474502,-0.8195164500955852,-0.8176881691086657,-0.8079291374075528,-0.3353845135890692,0.45651069382122195,-0.8367708153297946,-0.7215398113431417,-0.7577298880567443,-0.9421972836605605,-0.8367708153297946,-0.49006993520885694,-0.4927520910265499,-0.32397022891502697,0.22154992667028625,-0.815044585537268,-1.195805605846953,-0.0032794535174884808,0.0018091226267386018
2023-05-11 00:00:00-04:00,-0.8194958702520373,-0.8189237299142798,-0.8180504842707957,-0.8061649335456664,-0.7277554463798322,0.06227597763993161,-0.8365433775493861,-0.7215398113431417,-0.7579206838537036,-0.9413599050863998,-0.8365433775493861,-0.47735824571343344,-0.4900294243499463,-0.27479591643845386,0.10655888274524711,-0.8143797159102472,-0.21836121266120678,-0.0012839089690121317,0.010994592506726963
2023-05-12 00:00:00-04:00,-0.8172152729942064,-0.8137135981237141,-0.8100000041660146,-0.801779875560382,-0.9335351430036557,0.18878673136813598,-0.8357735330720015,-0.7215398113431417,-0.7570620003827464,-0.9407472303086926,-0.8357735330720015,-0.4589506272562968,-0.48430635764231234,-0.14986585945503214,0.45442052790977067,-0.8084978259500369,-0.5439405514697988,-0.004093605733371828,0.0075486645780477035
2023-05-15 00:00:00-04:00,-0.812793183992998,-0.8046758968399293,-0.8044861962611802,-0.790880031169267,-0.7125370122243726,0.5008293388575104,-0.8349486526606191,-0.7215398113431417,-0.7554087100955464,-0.9411735194032482,-0.8349486526606191,-0.4241555907422948,-0.47302708710047364,0.14311247210051534,0.02333934172739732,-0.8000140414234588,-1.3594559708170368,-0.007766542556155683,0.002896021279547356
2023-05-16 00:00:00-04:00,-0.8019093217675384,-0.7961691931804503,-0.7912067096520775,-0.788813573273897,-0.6833407771326485,0.0748033376533548,-0.8343439185883847,-0.7215398113431417,-0.7536149708675142,-0.9423450257891444,-0.8343439185883847,-0.3933711727947383,-0.4580752171519483,0.19654838141645475,0.6188335007048786,-0.7920631587021416,-0.2612858858397065,-0.0014120949441340101,0.005289162011183346
2023-05-17 00:00:00-04:00,-0.7931792262696719,-0.7788964500288958,-0.7836349689883214,-0.7686141984005369,0.07476882867682332,0.9323441481217333,-0.8328208039308327,-0.7205499742957829,-0.7478508197019488,-0.9471361530526121,-0.8328208039308327,-0.33230506973615986,-0.4343536302943804,0.6605356528411008,-0.5974083539367081,-0.7770485391392513,-2.560728612912235,0.0015102835992851908,0.009917123245001158
2023-05-18 00:00:00-04:00,-0.7822193544339875,-0.7561049183008699,-0.7688541476979862,-0.7428706633719163,0.2613600648437629,1.1649226151104024,-0.8298448676497721,-0.7192003703161636,-0.7361391201443708,-0.9571609591938698,-0.8298448676497721,-0.2378832481489967,-0.3971926361382714,1.0991985455992879,-1.629879051809148,-0.7559432431235908,-3.349344194030258,0.006728331984387959,0.012749229397116313
2023-05-19 00:00:00-04:00,-0.7518101719770296,-0.7492031876032303,-0.7398488100105981,-0.7373893285231244,-0.021587018013994343,0.22215004212248582,-0.8265725359735266,-0.7174735215758903,-0.7255657896818564,-0.9647806198787915,-0.8265725359735266,-0.15614483292275366,-0.3517226825466104,1.178407259914559,1.244247276946667,-0.7421471087123176,-0.7378585693385576,-0.00011832567412160515,0.0063325242313140295
2023-05-22 00:00:00-04:00,-0.7500360528393115,-0.7495362954590757,-0.7454011139273619,-0.7422782256787903,-0.44935735199245697,-0.24064156137391768,-0.8236662133026719,-0.7156456307907139,-0.7179797177547783,-0.9688830744399284,-0.8236662133026719,-0.10459084910001828,-0.3054184697018309,0.995353875505202,0.5513310348295761,-0.7457385450217426,0.6630008011449757,0.002196861880033471,0.012146966935951298
2023-05-23 00:00:00-04:00,-0.7383286592220774,-0.7318686703137843,-0.7351763107860897,-0.7320338421622512,1.0635535043752997,0.4350333125302498,-0.8193906225213882,-0.7136428001050353,-0.708565712914637,-0.9723397894806854,-0.8193906225213882,-0.049085600377282435,-0.2576859161042745,1.1560402030729604,-0.44799025894381234,-0.7330262744207084,-1.3801271763254195,0.01089544998917973,0.010409555365005985
2023-05-24 00:00:00-04:00,-0.7499856624982362,-0.7499934051272961,-0.7428904325095318,-0.7408167210690948,-0.017203447306171737,-0.41141224497236434,-0.8151906274038685,-0.7122546785662153,-0.7021351049395949,-0.9715755273399711,-0.8151906274038685,-0.02655772233814424,-0.21516146156694882,0.8284990869253457,0.9470811207382213,-0.7445668529019742,1.1997913758879086,0.00015109579447037102,0.017959562965044862
2023-05-25 00:00:00-04:00,-0.7272167852578421,-0.6906316099465803,-0.7238513092086789,-0.6787322585292032,2.1532430152349757,2.7491234580806,-0.8078708169442722,-0.7093693474737172,-0.6836212383945595,-0.9810332681882296,-0.8078708169442722,0.10187535810816865,-0.1564082957452805,1.5866688021464748,-4.568060024951181,-0.6977383925614875,-8.380542821751606,0.13368293531863917,0.05018511112251445
2023-06-01 00:00:00-04:00,-0.5989786182448602,-0.6000082345437816,-0.601682083690874,-0.6016775643014538,4.7609713331017485,-0.8755032267645777,-0.7598639546697994,-0.6910804711542546,-0.5653935328704055,-1.0383432852436738,-0.7598639546697994,0.8066008211445431,0.3056289677710129,1.4276641158148724,-0.27945056736701074,-0.6011226275120365,-11.35273788146228,0.36685519029923547,0.07872402398542155
2023-06-02 00:00:00-04:00,-0.6116237716222325,-0.5778093886550626,-0.5990417610717517,-0.5738927509687959,3.2741137743370885,1.0440761351763173,-0.746480203159077,-0.6862081573066583,-0.5457847365930274,-1.03460385548932,-0.746480203159077,0.8940969381243034,0.4127898301527343,1.5993316100737638,-3.4714759958354233,-0.58358130023187,-4.617890873979325,0.09097064004984008,0.02386817564639121
2023-06-05 00:00:00-04:00,-0.5881073477795086,-0.5957981716667996,-0.5896192390252534,-0.5861154885454131,0.24754768167005772,-0.47995672753679564,-0.735063164992914,-0.6818204364797472,-0.5328116442974113,-1.025869957169631,-0.735063164992914,0.9245332194761859,0.504379929537191,1.347989727413109,1.050647074020714,-0.5905109664124887,2.129794731852566,-0.003025710350753083,0.02190542069800372
2023-06-06 00:00:00-04:00,-0.5972301303045221,-0.6046876631403332,-0.613046076517739,-0.6016146400574945,1.2070534133955304,-0.6093962401633769,-0.724391439157603,-0.6776813368638619,-0.522143298495444,-1.0155533651477002,-0.724391439157603,0.9038149362651186,0.573662088587667,1.0402192744454668,-1.399529754659893,-0.606449459905189,2.644385247444383,-0.018708303737392445,0.026930587972325948
