Date,Open,High,Low,Close,Volume,Returns,SMA20,SMA50,BB_Upper,BB_Lower,BB_Middle,MACD,Signal_Line,RSI,PriceRange,VWAP,Momentum,ForceIndex,TrueRange
2023-03-08,-1.0238981777740839,-1.0195925578982772,-1.0319472928823714,-0.9985286018983315,0.9902228612508986,0.14701749945467255,-1.0302337625678641,-0.9927053077445946,-1.0913882936926727,-0.7580589250274253,-1.0302337625678641,-0.3536504264277223,-0.3349936904388168,1.8707007715208979,-1.2066370711737135,-1.0166894842263268,0.0,0.0,0.0
2023-03-09,-1.0355094202395465,-1.050019524783719,-1.1112152700843165,-1.1121748334050372,1.3731128684399712,-2.4086635564366756,-1.0675311778142675,-1.03234265704578,-1.0371969913448689,-0.8913735743659382,-1.0675311778142675,-0.47392711419622396,-0.3738010573022586,-1.9225426038633497,-5.90972366880458,-1.091136542757691,11.381369676406825,-0.1560491029315657,0.11268666818598505
2023-03-10,-1.110796595526678,-1.1243286523417406,-1.1637204758237485,-1.1676072054711832,0.0,-1.2317338273682457,-1.1004270138603789,-1.0673022845507982,-1.0302395720765103,-0.9647481168147974,-1.1004270138603789,-0.6296825750433942,-0.43268318109263,-2.022132845278643,-3.546267934259418,0.0,4.984141917366909,-0.0,0.05154564241871129
2023-03-13,-1.189664599880959,-1.1932759394700811,-1.2247801813550971,-1.2366477805867004,0.9989935298346513,-1.5399825590550436,-1.1343602628955511,-1.1033644093936437,-1.022535009267942,-1.0410078840873178,-1.1343602628955511,-0.826868880299133,-0.5079961978269376,-2.0838498465556734,-2.648161665747505,-1.2182346338039596,5.912996664632277,-0.06897108783646491,0.0571729758839139
2023-03-14,-1.1614873418219982,-1.1205827919740374,-1.1583262543393238,-1.1399786097358795,1.5039539899352983,2.0633138141276444,-1.140418604805484,-1.1098028344931734,-1.041359429981306,-1.0327568779625527,-1.140418604805484,-0.8666287853436776,-0.5649233518707142,-0.9738750395678684,-3.2495801724432978,-1.13962921868308,-7.817033464852731,0.14538598520482918,0.11606498861266301
2023-03-16,-1.3199242696099893,-1.2062752534954249,-1.3015183022789694,-1.1926952862349864,0.310567936736161,2.017930250770509,-1.1735555228033356,-1.1450186687478607,-1.052238929982444,-1.0873057343458779,-1.1735555228033356,-1.0934879967825462,-0.6890370949281027,-0.8363930912501953,-7.215796464723456,-1.2334962806697936,4.624356636947847,-0.01637210945191531,0.16153969254308986
2023-03-17,-1.2273217403112529,-1.24022508943511,-1.278510369046644,-1.2917797298215834,5.993098490294752,-2.199607608230467,-1.190579677623856,-1.163110870760264,-1.0564660002093416,-1.116804978099408,-1.190579677623856,-1.225481313422211,-0.7472978913940262,-1.040480055728418,-3.1194167229389076,-1.2701717294344457,8.307607544872548,-0.5938228292705298,0.0858150828116575
2023-03-20,-1.2704851851930485,-1.2070329365220898,-1.2522880656846793,-1.1860903436452743,1.108411214953271,2.29115139819274,-1.1933333632139138,-1.1660373147746195,-1.0682421123550987,-1.1095691803104941,-1.1933333632139138,-1.1994075725479871,-0.791263024144047,-0.650460458734169,-3.5620351728629642,-1.2151371152840145,-8.181687925301828,0.11714730093934819,0.08474679329949364
2023-03-21,-1.1315158493863713,-1.1488526536708807,-1.1614111679351657,-1.1544599414096213,0.37167505391804456,0.6314620312142525,-1.1926301645114137,-1.1652899993798393,-1.0760635369615206,-1.099695092724274,-1.1926301645114137,-1.1336490064128535,-0.8692394729453617,-0.5532712193596048,-1.1098840790516165,-1.1549079210052227,-2.6667784966903674,0.011756231456385786,0.037237689974393584
2023-03-22,-1.160206270869823,-1.1429211311826237,-1.1656529096656638,-1.1817714681937235,-0.14363767074047448,-0.639327604952232,-1.1943840187327182,-1.1671538854409496,-1.0847728637230367,-1.0937778195733738,-1.1943840187327182,-1.1042898707685862,-0.9453435770918964,-0.6077224115179549,-1.9592876761472553,-1.1634485030140036,2.365740534119722,0.003922964091634522,0.022731778483040088
