Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,SMA_20,SMA_50,BB_middle,BB_upper,BB_lower,MACD,Signal_Line,RSI,PriceRange,VWAP,Momentum,ForceIndex,TrueRange
2023-03-07 00:00:00-05:00,-1.474862185339899,-1.4894991943157903,-1.4936787352079581,-1.5117922068943666,-0.11107193229901269,0.0,0.0,-0.07085633623046687,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.20014240504847383,-0.22021143073629115,0.0042200547713073765,-0.2833851822707525,-1.4983233788060382,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,-1.5110786773540796,-1.4896476110179817,-1.4969984655616762,-1.456776464555974,0.21932299012693934,0.0,0.0,0.8818000927381535,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.14873260376014907,-0.20903970792941085,0.0042200547713073765,-0.48646405073797294,-1.4811408470452105,-3.6391074175074567,0.012066217113709513,0.022144595876384843
2023-03-09 00:00:00-05:00,-1.4327567131395043,-1.441426080448949,-1.5291406271905035,-1.5469041028019346,0.7041607898448519,0.0,0.0,-1.5903457002424495,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.1932604660601906,-0.20977855721898506,0.0042200547713073765,-6.12208241197848,-1.5058236034804624,6.186785717562477,-0.0634643489341267,0.08771454674155454
2023-03-10 00:00:00-05:00,-1.5458970648814192,-1.5901716087291649,-1.6417123268581477,-1.636136689010321,2.6988716502115655,0.0,0.0,-1.6203135867265406,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.3116093375567761,-0.23608770506821708,0.0042200547713073765,-3.3340329896374046,-1.6226735415325444,5.76846270216479,-0.2408272971928738,0.09480822405621314
2023-03-13 00:00:00-04:00,-1.6270163064590588,-1.6406929473903802,-1.6777020416823614,-1.6439637854202613,1.8869887165021157,0.0,0.0,-0.2061967275847718,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.41037661267739084,-0.27859786880483617,0.0042200547713073765,-2.2746603180963545,-1.6541195914976676,0.47838890616619545,-0.01476964260853153,0.04156535267204031
2023-03-14 00:00:00-04:00,-1.5665082020517471,-1.5567131253846285,-1.565281208350492,-1.5191726990692864,1.6082510578279268,0.0,0.0,2.1807742406632737,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.36875074570138283,-0.30356039689743936,0.0042200547713073765,-0.5469542358374699,-1.5470556776014688,-7.590865897272392,0.20069539663145156,0.08725066003563287
2023-03-15 00:00:00-04:00,-1.5396400821619962,-1.5630932816421605,-1.545060504621865,-1.5339327616353595,0.9314174894217208,0.0,0.0,-0.32048475276178645,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.34800905630151757,-0.31902309978041643,0.0042200547713073765,1.1712332790773716,-1.5473621826331285,0.971585559371609,-0.013747780418999324,0.04392058257287412
2023-03-16 00:00:00-04:00,-1.5314688692761225,-1.4740681824290063,-1.5482292640138853,-1.445743634651004,1.130641748942172,0.0,0.0,1.4642087611137666,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.24766447880298834,-0.3095876573792446,0.0042200547713073765,-4.842480514797054,-1.4893470270312985,-5.749217253195321,0.09971030877127506,0.074161081584879
2023-03-17 00:00:00-04:00,-1.4472578121721147,-1.4898700973821783,-1.4930750654409988,-1.478991453336137,3.1733074753173485,0.0,0.0,-0.6261294023841831,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.1995740003990517,-0.29158889359646123,0.04548386273905788,-0.2214510802336076,-1.487312205386438,2.299703618834118,-0.10550555157152851,0.0473314307899948
2023-03-20 00:00:00-04:00,-1.4816341722365616,-1.5222899895168833,-1.513899245507625,-1.4927827211632911,0.344851904090268,0.0,0.0,-0.3006577664897207,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.1747900883671028,-0.27180415867415875,0.07226544420186602,0.56631685246516,-1.5096573187292666,0.9324778582084013,-0.004755944970012951,0.043298536180746305
2023-03-21 00:00:00-04:00,-1.4655870011156928,-1.4561890370656845,-1.4729297962715098,-1.4168194427241014,0.20310296191819463,0.0,0.0,1.2344552234416883,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.08467705257804406,-0.2363941542738214,0.05959939833721597,-1.1422562558948206,-1.448646092020432,-5.088702954706849,0.015428366848015962,0.03659368409760666
2023-03-22 00:00:00-04:00,-1.4185495137440947,-1.4150153307068525,-1.4516529397962732,-1.4751153525966936,0.41272919605077574,0.0,0.0,-1.0393291444511166,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,-0.06986648989796297,-0.204847708029997,0.10295771189482816,-2.5827515172678073,-1.4472612076999398,4.114561680527711,-0.024060424014763437,0.03663760908942071
2023-03-23 00:00:00-04:00,-1.4299594098658148,-1.365087177409212,-1.4398074387367705,-1.3388436798760202,2.4920662905500706,0.0,0.0,2.2533017629683387,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,0.06759251035803952,-0.14973971299068112,0.18175051200781056,-5.225341419626046,-1.3812460986740007,-9.238035010671537,0.33959804194406185,0.11002817518748165
2023-03-24 00:00:00-04:00,-1.359734152192296,-1.3871207332881959,-1.3881991196019083,-1.3606111426373961,0.5911495063469676,0.0,0.0,-0.42043938462479075,-0.2901496197023836,-0.3393588805433509,-0.2901496197023836,-0.2607236101112858,-0.24002669272212115,0.15189645769061627,-0.08733345756425982,0.25180290257781157,-0.07930861425917761,-1.3786436651758336,1.6258404986750723,-0.012867824865813409,0.049355439725888184
2023-03-27 00:00:00-04:00,-1.3528879172589208,-1.3906070971630387,-1.382011918152468,-1.3802165615737154,0.6216502115655853,0.0,0.0,-0.38737432380334735,-0.5098018918131453,-0.3393588805433509,-0.5098018918131453,-0.490226821467569,-0.4509215637601202,0.1956143147914536,-0.02790824569455809,0.1916911250109638,0.6353208496373718,-1.3842785256297407,1.44092741283276,-0.012187712829594816,0.02999595452564252
2023-03-28 00:00:00-04:00,-1.3728371437913416,-1.4187988636190376,-1.429470658165915,-1.4369475130562028,-0.003702397743300423,0.0,0.0,-1.0022942717240184,-0.6962827805664026,-0.3393588805433509,-0.6962827805664026,-0.6838683834533376,-0.6311151654819062,0.17234355994615147,0.014575019940000829,-0.09710831214589548,-0.7773532785837335,-1.4284056782803851,4.110293490305832,0.0002100405467440472,0.04925409659219948
