Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,SMA_20,SMA_50,BB_middle,BB_upper,BB_lower,MACD,Signal_Line,RSI
2023-03-07 00:00:00-05:00,127.0,128.60000610351562,124.51000213623047,124.93000030517578,9777400,0.0,0.0,,,,,,,0.0,0.0,
2023-03-08 00:00:00-05:00,132.8800048828125,134.9600067138672,125.0,128.9199981689453,24696900,0.0,0.0,0.03193786803828447,,,,,,0.3182904278790488,0.06365808557580976,
2023-03-09 00:00:00-05:00,128.11000061035156,130.08999633789062,121.5199966430664,121.68000030517578,8030600,0.0,0.0,-0.05615884243406333,,,,,,-0.013513658247234162,0.048223736811200985,
2023-03-10 00:00:00-05:00,119.87999725341797,124.51000213623047,118.1500015258789,119.72000122070312,8049500,0.0,0.0,-0.016107816235675032,,,,,,-0.42967332610186304,-0.04735567577141182,
2023-03-13 00:00:00-04:00,119.11000061035156,123.5999984741211,118.2300033569336,121.41000366210938,6261700,0.0,0.0,0.014116291548400106,,,,,,-0.616012776233589,-0.16108709586384726,
2023-03-14 00:00:00-04:00,124.87999725341797,128.16000366210938,122.87000274658203,128.00999450683594,6557300,0.0,0.0,0.05436117820319564,,,,,,-0.22849013813942065,-0.17456770431896196,
2023-03-15 00:00:00-04:00,126.55999755859375,130.19000244140625,126.52999877929688,129.32000732421875,6123700,0.0,0.0,0.01023367606904202,,,,,,0.18223078754482458,-0.10320800594620466,
2023-03-16 00:00:00-04:00,130.3000030517578,134.08900451660156,129.5500030517578,133.52000427246094,6939900,0.0,0.0,0.03247754956982307,,,,,,0.8369864740513009,0.08483089005329646,
2023-03-17 00:00:00-04:00,133.75,136.47000122070312,131.86000061035156,133.1199951171875,5728900,0.0,0.0,-0.0029958743444703506,,,,,,1.3085238288815475,0.3295694778189467,
2023-03-20 00:00:00-04:00,132.30999755859375,133.28500366210938,130.22000122070312,132.74000549316406,4245700,0.0,0.0,-0.002854489467858934,,,,,,1.6327374123292202,0.5902030647210015,
2023-03-21 00:00:00-04:00,131.75,136.89999389648438,131.27000427246094,136.02000427246094,4738000,0.0,0.0,0.024709949100203854,,,,,,2.1297965337511755,0.8981217585270364,
2023-03-22 00:00:00-04:00,135.6999969482422,137.8800048828125,133.25,133.25999450683594,3739100,0.0,0.0,-0.020291204814965602,,,,,,2.274787413576064,1.173454889536842,
2023-03-23 00:00:00-04:00,135.9600067138672,138.3300018310547,133.1300048828125,134.5399932861328,3210800,0.0,0.0,0.009605274141229359,,,,,,2.4645689181853356,1.4316776952665409,
2023-03-24 00:00:00-04:00,134.39999389648438,135.0,130.7899932861328,131.5399932861328,2701400,0.0,0.0,-0.022298202391163757,,,,,,2.345855636404167,1.614513283494066,58.676807944985036
2023-03-27 00:00:00-04:00,131.9199981689453,133.24400329589844,130.2899932861328,131.38999938964844,2562900,0.0,0.0,-0.0011402911976595709,,,,,,2.2141479323101407,1.7344402132572811,58.44665199444634
2023-03-28 00:00:00-04:00,131.0,131.63999938964844,127.55999755859375,128.63999938964844,2694500,0.0,0.0,-0.020930055657011115,,,,,,1.8663524612130118,1.7608226628484274,49.621623271220436
2023-03-29 00:00:00-04:00,131.0800018310547,131.39999389648438,128.68099975585938,129.60000610351562,2695800,0.0,0.0,0.007462738793704071,,,,,,1.6491758902492109,1.738493308328584,62.89063072375167
2023-03-30 00:00:00-04:00,131.1300048828125,133.5,129.9499969482422,131.72000122070312,3425800,0.0,0.0,0.01635798624495588,,,,,,1.6293456985261798,1.7166637863681034,69.4300487411501
